Worker ID,Problem,Age,Gender,Strong hand,Education,Answer,Confidence,Psolve,ABC,ACB,BCA,BAC,CAB,CBA,Class,EAAA,EAMA,Objective Difficutly,Subjective Difficulty,arrogance,bs,cad,cadg,chisqr,ec,psma
A3908297ZI3LES,Pills,57,Female,Right,High School/GED,ABC,6,51-60%,51-60%,41-50%,21-30%,31-40%,11-20%,0-10%,Non-Solver,0.18333333333333332,-0.3,,,0.078125,0.03981481481481482,-0.023333333333333317,0.06666666666666676,0.2650433776749567,0.27,0.6
A3A9PARKHSKRWI,Pills,41,Male,Right,Graduate Degree,BAC,8,21-30%,11-20%,31-40%,31-40%,41-50%,41-50%,61-70%,Non-Solver,0.31666666666666665,-0.26666666666666666,,,0.12727272727272726,0.14648148148148146,0.17666666666666675,0.15714285714285714,0.7215346609911828,0.1633333333333334,0.5
A2SB9HU5RD9QCP,Pills,29,Male,Right,College,ACB,7,21-30%,11-20%,21-30%,0-10%,11-20%,0-10%,0-10%,Solver,0.06666666666666665,0.06666666666666665,,,0.16216216216216214,0.004814814814814814,0.07666666666666666,-0.04545454545454541,0.06461538461538463,-0.09666666666666662,0.3
AZ79FR04OLJX8,Pills,66,Female,Right,College,ABC,3,11-20%,11-20%,11-20%,11-20%,0-10%,11-20%,11-20%,Non-Solver,0.15000000000000002,0.09999999999999998,,,0.07142857142857144,0.02314814814814815,-0.3233333333333333,-0.23333333333333325,0.2397478991596639,-0.12999999999999995,0.2
AFXUY512E31AP,Pills,37,Male,Right,Graduate Degree,BAC,10,71-80%,81-90%,71-80%,71-80%,81-90%,71-80%,81-90%,Non-Solver,0.6833333333333332,-0.6666666666666667,,,0.09890109890109892,0.4864814814814816,0.3766666666666667,0.3571428571428571,1.5342689075630251,0.5633333333333335,0.9
A14SEFVPXYZ9TN,Pills,26,Male,Right,High School/GED,ACB,5,21-30%,11-20%,61-70%,11-20%,0-10%,0-10%,0-10%,Solver,0.14444444444444446,-0.3333333333333333,,,0.05479452054794521,0.029259259259259263,-0.1233333333333333,-0.24545454545454534,0.18160714285714288,0.3033333333333333,0.7
A3J55BJGV95JKH,Pills,45,Female,Right,College,ACB,10,91-100%,0-10%,81-90%,0-10%,0-10%,0-10%,0-10%,Solver,0.17777777777777778,-0.5333333333333334,,,0.09890109890109892,0.05925925925925929,0.3766666666666667,0.25454545454545463,0.23894736842105266,0.5033333333333334,0.9
A12GJUCS7AJ4K,Pills,33,Male,Left,High School/GED,BAC,4,21-30%,41-50%,11-20%,11-20%,21-30%,11-20%,11-20%,Non-Solver,0.15555555555555556,-0.06666666666666665,,,0.08108108108108109,0.02592592592592593,-0.22333333333333327,-0.2428571428571429,0.2322478991596639,-0.03666666666666663,0.3
A2DHLRV1OE925A,Pills,28,Male,Right,College,ABC,7,51-60%,51-60%,61-70%,61-70%,51-60%,51-60%,61-70%,Non-Solver,0.4833333333333333,-0.3,,,0.09375,0.2575925925925926,0.07666666666666666,0.16666666666666674,1.0423193779904305,0.27,0.6
A1VOHR7TYJPT0R,Pills,36,Female,Right,College,ACB,7,21-30%,21-30%,21-30%,0-10%,0-10%,0-10%,0-10%,Solver,0.06666666666666668,0.06666666666666665,,,0.16216216216216214,0.005925925925925926,0.07666666666666666,-0.04545454545454541,0.08000000000000003,-0.09666666666666662,0.3
A1C5H6OY3HGO4U,Pills,36,Male,Right,Graduate Degree,ACB,5,31-40%,11-20%,21-30%,31-40%,31-40%,11-20%,11-20%,Solver,0.17222222222222225,0.06666666666666665,,,0.10810810810810813,0.03870370370370371,-0.1233333333333333,-0.24545454545454534,0.3094389820705611,-0.09666666666666662,0.3
A27OFZ8AKEIQ0K,Pills,35,Female,Right,College,ABC,8,61-70%,41-50%,51-60%,31-40%,41-50%,31-40%,41-50%,Non-Solver,0.31666666666666665,-0.2,,,0.12727272727272726,0.1087037037037037,0.17666666666666675,0.26666666666666683,0.6160688449481554,0.17000000000000004,0.5
A3HMDGRGC5JB7E,Pills,33,Female,Right,College,BCA,2,21-30%,31-40%,11-20%,0-10%,21-30%,41-50%,51-60%,Non-Solver,0.2388888888888889,-0.06666666666666668,,,0.052631578947368425,0.0975925925925926,-0.4233333333333333,0.0,0.5101614329942503,-0.2033333333333334,0.1
A18ILYDB04VEE9,Pills,26,Female,Right,Graduate Degree,ABC,8,41-50%,61-70%,51-60%,51-60%,31-40%,51-60%,41-50%,Non-Solver,0.4,-0.4,,,0.0958904109589041,0.1837037037037037,0.17666666666666675,0.26666666666666683,0.8412749546279491,0.37,0.7
A2LR1HKNOVDTJ8,Pills,49,Male,Left,College,BAC,1,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,Non-Solver,0.13333333333333333,0.033333333333333326,,,0.0,0.02037037037037037,-0.5233333333333333,-0.5428571428571429,0.21436328377504849,-0.1366666666666666,0.2
A28AX4H70DPKKK,Pills,30,Male,Right,High School/GED,BAC,10,91-100%,0-10%,0-10%,0-10%,81-90%,0-10%,0-10%,Non-Solver,0.2222222222222222,-0.6666666666666667,,,0.09890109890109892,0.09481481481481484,0.3766666666666667,0.3571428571428571,0.3722689075630252,0.5633333333333335,0.9
A377LTGWJKY2IW,Pills,50,Female,Right,High School/GED,ABC,1,0-10%,0-10%,11-20%,21-30%,0-10%,11-20%,0-10%,Non-Solver,0.16666666666666666,0.2,,,0.0,0.03148148148148148,-0.5233333333333333,-0.4333333333333333,0.2840336134453781,-0.22999999999999995,0.1
A39VDI1CVOMMIN,Pills,21,Male,Right,College,ACB,8,41-50%,21-30%,11-20%,0-10%,0-10%,0-10%,0-10%,Solver,0.08333333333333333,0.16666666666666666,,,0.25,0.009814814814814813,0.17666666666666675,0.05454545454545468,0.10117647058823533,-0.1966666666666666,0.2
A2A6FH0F7LD9ND,Pills,55,Female,Right,High School/GED,BAC,9,21-30%,0-10%,0-10%,21-30%,21-30%,31-40%,0-10%,Non-Solver,0.20555555555555552,-0.06666666666666665,,,0.21621621621621626,0.054259259259259264,0.2766666666666667,0.2571428571428571,0.4088186813186813,-0.03666666666666663,0.3
A2YOVBJ9EXAI8W,Pills,33,Male,Right,High School/GED,ACB,7,31-40%,21-30%,31-40%,21-30%,0-10%,0-10%,0-10%,Solver,0.09444444444444444,-0.03333333333333338,,,0.13043478260869565,0.016481481481481482,0.07666666666666666,-0.04545454545454541,0.1673913043478261,0.0033333333333334107,0.4
